author,comment,published_at
@mostefaahmed4201,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=27"">0:27</a> &quot;Smile wait for the flash&quot; that&#39;s what is written on the gun of DP.",2024-04-22T14:01:07Z
@cross172,"MCU Post Endgame: &#39;No Way Home&#39;,  &#39;Guardians 3&#39;, &#39;Wakanda Forever&#39;.<br><br>Me: &quot;You may have others under your spell. But it&#39;s going to take more than to impress-<br><br>MCU: &#39;Deadpool &amp; Wolverine&#39;.<br><br>Me: &quot;OOOOOOOOOOOOOOOOOOOOOO&quot;",2024-04-22T14:01:06Z
@ISM_KITSUNE,the star of this movie is actually the f bomb,2024-04-22T14:01:06Z
@braverave7567,Was that Casandra Nova!!!!,2024-04-22T14:01:06Z
@moonknight4053,"At the dark end of the street, you and me - Wolverine trailer",2024-04-22T14:01:06Z
@KOdenwalder,&quot;Just give me one more drink and then I&#39;ll leave&quot; aka movie,2024-04-22T14:01:06Z
@jeangreyfan4148,Cassandra Nova is Here by the way she is Charles Xavier Crazy Sister and also her powers is Telephaty and Telikineses just like Jean Grey from X-Men.,2024-04-22T14:01:04Z
@chirravurisaichaitanya5765,MCU is back again 🙌,2024-04-22T14:01:03Z
@bored1ca,"YESSSSSSSSSSSS!! But no, I don&#39;t want to build a f**king snowman!!",2024-04-22T14:01:03Z
@illscribe,Anyone else catch the name of the shoe store? &quot;Liefeld&#39;s Just Feet&quot;? lol,2024-04-22T14:01:02Z
@smugmcmuffin,Forrest Bump is amazing.,2024-04-22T14:01:01Z
@enriquepinero707,"And still; we don&#39;t see Wolverine in his mask. They keep teasing it and coming closer and closer to it; yet is seem they refuse to do it. Maybe it will still be in the film, but just because it is on the marketing for it; doesn&#39;t mean it is in the film.",2024-04-22T14:01:01Z
@dangaming415,Bruh Ryan Reynolds got more views than Marvel on the trailer.,2024-04-22T14:01:01Z
@Lolyomamaho3,You were the x man lol,2024-04-22T14:01:00Z
@_easydubs,The slomo walk&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,2024-04-22T14:00:59Z
@mooglo99,what is LFG means?,2024-04-22T14:00:58Z
@oddish3022,everyone got wet when they saw sleeveless wolverine💀,2024-04-22T14:00:57Z
@Nikhilsharma-ry7sh,The thing which will revive the Marvel again,2024-04-22T14:00:54Z
@capyyyy152,Never clicked on any  trailer  so fast !!,2024-04-22T14:00:54Z
@erichung1422,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=14"">0:14</a> “look lady, i’m not interested” 😂",2024-04-22T14:00:53Z
@meezrocka4053,Liefeld&#39;s just feet🤣!!,2024-04-22T14:00:48Z
@Bocalt,So Kronika from Mk is the bad guy,2024-04-22T14:00:48Z
@Robotrik1,I have to admit that that half buried 20th Century Fox logo touched me somewhere .<br>Somewhere where I don&#39;t like to be touched by soulless Disney corporations . 😢,2024-04-22T14:00:48Z
@Bigstarrocker9,Hugh Jackman returning as Wolverine!<br><br>I don&#39;t know know how they did it convincing him to come back and having him return in the iconic blue and yellow but this has been worth the 24 year wait.,2024-04-22T14:00:47Z
@tuckerhammons8453,Lets effing go!!!,2024-04-22T14:00:46Z
@divdivassassin7076,I can tell this will be the best buddy marvel movie of all time. I hope one day we get Spiderman and Deadpool.,2024-04-22T14:00:46Z
@BuddyRitt,NO SLEEVE WOLVERINE!!!,2024-04-22T14:00:45Z
@sairajpawar51,How is the Josh???,2024-04-22T14:00:46Z
@zachjanior4343,I cannot wait!!,2024-04-22T14:00:44Z
@kogunfox,Deadpool shooting wolverine in the ribs with both guns 😍 looked dope can&#39;t wait to see the rawness of this film 🥹,2024-04-22T14:00:43Z
@kryptyk7712,It takes a special type of movie to convince me to go the cinema these days. This is the one for 2024!,2024-04-22T14:00:42Z
@dletala,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=99"">1:39</a> Yooo, is that Loki?😱",2024-04-22T14:00:41Z
@HumanGio,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=139"">2:19</a> lmfaooooo",2024-04-22T14:00:42Z
@FaithfulSteve,Looks great. Cant say I care for all the F’s but I get it I guess. <br>This is about to be the highest grossing movie of all time. The R rated might get in the way of that but this is sooo anticipated that people may give it a pass. Cause Wolverine is “the” X-men of all time,2024-04-22T14:00:36Z
@hasnainhossain01,💜👉🏻🇧🇩,2024-04-22T14:00:36Z
@mr.powell3530,Ruined 20th century fox logo is funny,2024-04-22T14:00:33Z
@juansameer2703,Waiting for this masterpiece movie 💥🔥🔥🔥💯,2024-04-22T14:00:29Z
@peter.parker3.0,This looks like an insane fever dream hahaha! cannot wait!,2024-04-22T14:00:26Z
@strolltravelexploreph,Blind Al: &quot;Do you want to build a snowman?&quot;<br>Wade: &quot;Yes! But I can&#39;t!&quot;<br><br>Blind Al: &quot;Gotcha! You fall fo&#39; that Dumb!&quot;,2024-04-22T14:00:26Z
@ILLRICARDO,Probably the only marvel movie worth watching.,2024-04-22T14:00:26Z
@kingkazma3246,I don&#39;t see a Wolverine mask but atleast he loses the sleeves! Looks awesome!,2024-04-22T14:00:25Z
@miguel8k391,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=126"">2:06</a>-<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=128"">2:08</a> Super Mario if rated R",2024-04-22T14:00:23Z
@joeyrigsby38,No way disney did this,2024-04-22T14:00:21Z
@officialknowhere,How many wolverines 👀😳,2024-04-22T14:00:21Z
@abhimanyukhedkar,After long time this Marvel movie is not directed by female.. So it&#39;s going to be blockbuster,2024-04-22T14:00:17Z
@LosMSR,Hasbro better not screw up this Wolverine suit with sleeves.,2024-04-22T14:00:15Z
@Karixity,I&#39;M SO EXCITED,2024-04-22T14:00:13Z
@SkorpioMusic,Liefeld&#39;s Just Feet   XD,2024-04-22T14:00:02Z
@prakashrollno5499,deadpool have golden gun skin,2024-04-22T14:00:02Z
@officialknowhere,Its fking super awesome ❤❤,2024-04-22T13:59:59Z
@darkside_s1,I dont know how but jackman is a masterclass in dialogue delivery man...hat&#39;s<br><br>off❤,2024-04-22T13:59:58Z
@SpitTWISTAgetREKT,this looks like a banger,2024-04-22T13:59:56Z
@86blakew,Does this movie have more F bombs than the others just to prove Disney is a big boy too now?,2024-04-22T13:59:56Z
@platinumjoseph,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=86"">1:26</a> cute rob liefeld reference",2024-04-22T13:59:55Z
@GavenVanquisher,Smile and wait for the flash,2024-04-22T13:59:55Z
@ventipesos6079,"I&#39;m overloaded, we&#39;ve seen Alioth, a portal using sling ring, dead Giant Ant Man 😵‍💫😵‍💫",2024-04-22T13:59:55Z
@yoursravishankar,YOOO,2024-04-22T13:59:53Z
@the.real_batman69,antman helmet ?!!! dr strange portal !??! alioth !?!!,2024-04-22T13:59:52Z
@erikdestriaputra4935,it&#39;s epic movies 🔥🔥🔥🔥🔥🔥🔥,2024-04-22T13:59:48Z
@robertjackson3498,they said it best Let&#39;s Fuckin GO,2024-04-22T13:59:47Z
@chrisburrelljr9270,No sleeves 👌🏾,2024-04-22T13:59:47Z
@Ghostyplays53,So hyped,2024-04-22T13:59:44Z
@Macapta,Was that the villain from New Mutants?<br><br>Bald one with ambiguous but very dangerous powers.,2024-04-22T13:59:44Z
@user-bu1fe5il5p,Wøman Magneto??,2024-04-22T13:59:42Z
@darkside_s1,"Wolverine: Look lady, i&#39;m not interested Deadpool: Alright, well i&#39;m dying😂😂😂😂😂😂",2024-04-22T13:59:41Z
@barshabebo6853,So excited to watch ✌️,2024-04-22T13:59:40Z
@atulitbhardwaj6256,Hellaaaaaa excited,2024-04-22T13:59:39Z
@MANOLODAVALOS,Omg  ❤❤❤❤❤❤,2024-04-22T13:59:34Z
@doomoondong_idn,Why avenger not show up?,2024-04-22T13:59:34Z
@edchanful,LADY DEATHSTRIKE IS BACK !!,2024-04-22T13:59:34Z
@himanshu17112,Entry of wolverine is similar to upcoming insomniac Wolverine game,2024-04-22T13:59:33Z
@thelaw4203,"There is still hope for MCU boys!<a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",2024-04-22T13:59:32Z
@juandanielarias5327,Lets fvcking Go!!!!,2024-04-22T13:59:32Z
@AlvaroRCosta,"Last chance, Marvel",2024-04-22T13:59:31Z
@Brandonhatesmayo,Either Santa or old man Hawkeye puttinf Deadpools swords in lol,2024-04-22T13:59:30Z
@AlexVostox,<b>HERE WE GO!!!!</b>,2024-04-22T13:59:30Z
@gojilak,Giant Ant-Man helmet 😱,2024-04-22T13:59:29Z
@-nrg_gas-,the f bombs go hard,2024-04-22T13:59:28Z
@technos_orphan_obliterator,Let&#39;s gooo!! Hugh JACKEDMAN took off the sleeves!!!!!😍😍,2024-04-22T13:59:28Z
@officialknowhere,Lets fking goooo 🔥,2024-04-22T13:59:28Z
@Minutes_Man,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=113"">1:53</a> rip Scott",2024-04-22T13:59:26Z
@dibbobiswas9343,The background song in this trailer is peak!,2024-04-22T13:59:26Z
@Bananacat3765,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=57"">0:57</a> dead pool is just in full of pain 😂😂😂😂😂",2024-04-22T13:59:22Z
@daweidaweibljat1928,Lets f go,2024-04-22T13:59:22Z
@sumandas9039,Wow ❤awesome,2024-04-22T13:59:20Z
@cochrane1027,Marvel Jesus,2024-04-22T13:59:19Z
@TheJdaws87,"Way too much swearing...holy toledo.  I was instantly turned off by how many F bombs are in this trailer--totally inappropriate.  Good job, Disney, you continue to go against the energy that Walt built.",2024-04-22T13:59:14Z
@PRODJUN,DOUBLE TROUBLE REVIVING THE MCU.,2024-04-22T13:59:15Z
@gtsgreatteacherscathach5550,"After the rut Marvel has been lately, this is a breath of fresh air we definitely needed.",2024-04-22T13:59:12Z
@dudegaming3419,<b>LFG</b>,2024-04-22T13:59:12Z
@AbdullahMalik-gg7mg,Should’ve wore my white pants,2024-04-22T13:59:07Z
@darkside_s1,"Wolverine: Look lady, i&#39;m not interested Deadpool: Alright, well i&#39;m dying",2024-04-22T13:59:07Z
@alexisbigornia2331,That&#39;s so very awesome ❤❤❤,2024-04-22T13:59:06Z
@Etry63,"Finally, the wolverine arms are out",2024-04-22T13:59:03Z
@giorgiodaltrozzo9413,"I dont care what people will think of the movie,or say after watching the movie. But seeing jackman and reynolds togheter, as wolverine and deadpool. Made my eyes teary. Grew up with these two. These characters are who they are because of them. I cant wait!!!!!!",2024-04-22T13:59:03Z
@sumeetverma3618,This is going to be Spiderman no way home level crazy ....can&#39;t wait 😍😍😍😍,2024-04-22T13:59:01Z
@hunterfoster2610,WE FIXING THE TIMELINE WITH THIS ONE!!!🔥🔥,2024-04-22T13:58:59Z
@Fourexponent,I hope you all enjoy the trailer,2024-04-22T13:58:58Z
@jaauerbach_author,Cassandra Nova confirmed?!?!?,2024-04-22T13:58:59Z
@AzulApe,Looks pretty awful,2024-04-22T13:58:55Z
@johnelmartagbago3764,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=112"">1:52</a> <b>So no one&#39;s gonna acknowledge Lady Deathstrike and Azazel?</b>",2024-04-22T13:58:56Z
@agentsmith2378,"Looks dope af Hugh Jackman is a sick actor he could do amazing work here,whos the villain anyone know?",2024-04-22T13:58:54Z
@siddharthgarg7798,Madonna ❤❤,2024-04-22T13:58:54Z
@sambridgett,The &quot;Liefeld&#39;s Just Feet&quot; shop had me cackling,2024-04-22T13:58:53Z
@sevaaves3681,Wait dr Strange is here 😂,2024-04-22T13:58:53Z
@nishorgomehedi6523,Hear me out. This film will bomb at the box office.,2024-04-22T13:58:51Z
@ZaHaRkar,wow,2024-04-22T13:58:50Z
@ivanmichaels7518,Getting a bit of mad max vibes from this too 😂,2024-04-22T13:58:48Z
@farhazalam5356,Please take my money💰<br>I am sold,2024-04-22T13:58:46Z
@waats1,Why Hugh has CGI arms?,2024-04-22T13:58:42Z
@pedrovazquez1523,Que rico o,2024-04-22T13:58:41Z
@MaRz0o,THEY EXPOSED THE ARMS YESSSSS,2024-04-22T13:58:41Z
@darnielwilliams7114,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=112"">1:52</a>, <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=130"">2:10</a> <br>lol these scenes made me think a cameo of antman and doctor strange was gonna appear",2024-04-22T13:58:40Z
@poochimemes94,My man Wolverine is back ❤,2024-04-22T13:58:39Z
@mr_0n10n5,All I gotta say is<br>He still got it,2024-04-22T13:58:37Z
@user-uh3vv8gg4i,Возьмите мои деньги! Я хочу посмотреть этот фильм!,2024-04-22T13:58:34Z
@EyeBelieveSo,Lady Deathstrike and Azazel living in Ant Man’s Head 😂,2024-04-22T13:58:32Z
@Paul.96,Is it the same place and time where Charles and Eric went to recruit Logan in X-Men First Class at the beginning of the trailer????,2024-04-22T13:58:28Z
@placidogodinez1722,So excited for this movie can’t wait,2024-04-22T13:58:27Z
@NIDAQ105,Cool 😎💥,2024-04-22T13:58:25Z
@15iannava,man. my head is still in Dune universe beause of how epic that sequel was. this movie is going to be one for the books this year!,2024-04-22T13:58:20Z
@OdogwuXX,Easily hitting the $1billion dollar mark!!!,2024-04-22T13:58:17Z
@therealmixfamily,LETS #%!@ GO !!,2024-04-22T13:58:15Z
@sangitamante3096,Dr. Strange 😮😮,2024-04-22T13:58:12Z
@alecmichalski1323,AHHHHHHHHHHHHHHHHHHH,2024-04-22T13:58:11Z
@mangotheif,Chris Evan’s and Rob after seeing this 👁️👁️,2024-04-22T13:58:10Z
@milutinstankovic4638,"Wolverine&#39;s back, baby",2024-04-22T13:58:10Z
@Coloringfactory1995,Just fire,2024-04-22T13:58:10Z
@josecarlosdegranchantriver8039,I can say that Bolivia appear in the movie HAHAHAHAHA,2024-04-22T13:58:08Z
@louisemery9307,They would make a Billion if they charged for this trailer! LFG!!!!!,2024-04-22T13:58:08Z
@amirflame302,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=57"">0:57</a> 😌😭",2024-04-22T13:58:07Z
@legenddarydude1627,Do you wanna build a snowman is crazy 😭😭,2024-04-22T13:58:05Z
@PalaWootje,If there is not a Wrexham FC reference i will be bitterly disappointed.,2024-04-22T13:58:03Z
@EnrysonFerraz,AntMan Dies??,2024-04-22T13:58:03Z
@JarradShaw,Alright. That’s awesome.,2024-04-22T13:58:02Z
@lykan2,"Come on Feige, let Deadpool have his Snowman.",2024-04-22T13:57:58Z
@juancamilocharryjaramillo8087,Hahjajaja do you want to build a snowman hahaha,2024-04-22T13:57:52Z
@kacper7148,uaaaaaaa,2024-04-22T13:57:51Z
@fourt333n,Welcome to the mcu,2024-04-22T13:57:50Z
@DharmeshK-pj5nn,There is Dr strange and loki,2024-04-22T13:57:49Z
@user-gb8fy8jf2j,"song name <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=71"">1:11</a>?",2024-04-22T13:57:47Z
@labnoise,&quot;Liefeld just feet&quot; 🤣!!! nice to give him his🌻🌻🌻,2024-04-22T13:57:45Z
@ravenstudio1816,They don&#39;t need villain in this movie,2024-04-22T13:57:41Z
@PM_456,LFG!!,2024-04-22T13:57:41Z
@scruffd0g193,Deadpool and Wolverine jumping into a portal together. The hype is real.,2024-04-22T13:57:40Z
@JesseMightBe,Guys Do you think we can see Wolverine from the Insomniac Games universe in the movie ?,2024-04-22T13:57:40Z
@NeoConnor1,Hugh has still got it.<br><br>Let&#39;s go!!!!,2024-04-22T13:57:36Z
@Mintviper767,Yo the greatest showman is acting as wolverine,2024-04-22T13:57:34Z
@user-pd6po8js9v,Hindi trailer drop time 😅 ?,2024-04-22T13:57:34Z
@Lakshay454,First scene reminds me of charles n Magneto meet him in bar😂😂,2024-04-22T13:57:34Z
@AsVideoIT,"Aku akan menunggu <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",2024-04-22T13:57:34Z
@StarWeiderYT,Wtf Doctor Strange????,2024-04-22T13:57:33Z
@ayol1011,I can bet you that cocaine line exchange is probably gonna get cut from my country movie screening... It&#39;s so funny tho,2024-04-22T13:57:30Z
@Nobin11,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=57"">0:57</a>  this is only for Deadpool 😂😂😂😂😂😂😂😂",2024-04-22T13:57:26Z
@Thebraveandthebold2130,"They really gave us hugh Jackman in Wolverine suit with sleeves off in this trailer,WOW",2024-04-22T13:57:24Z
@JozeThePenguin-wq6ri,"Incoming F bombs, Disney.",2024-04-22T13:57:22Z
@TheMC1102,I guess Wolverine really does prefer yellow spandex.,2024-04-22T13:57:21Z
@voodoo2130,I appreciate some of the darker tones in this trailer.,2024-04-22T13:57:19Z
@CPJCollectibles,Okay... this is absolutely awesome. First time in forever I&#39;ve been this excited for a movie!,2024-04-22T13:57:19Z
@kosty3171,LFG 💥💥,2024-04-22T13:57:18Z
@prashantchettri8738,is that a young Ancient One. Also this movie might be a big W or a big L,2024-04-22T13:57:16Z
@liesideways,Made by Disney? where&#39;s the token black girl,2024-04-22T13:57:14Z
@yashvardhann_21,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=132"">2:12</a> Dr strange is that you??",2024-04-22T13:57:14Z
@bubbledubproductions6872,The one Marvel movie I need and love just love thats what this trailer is telling me love.....and a bit of a turn on,2024-04-22T13:57:11Z
@jamesescobar-cortez729,This is going to break the internet 🤯,2024-04-22T13:57:10Z
@MrShampy,Hugh Jackman look like Arthur Morgan (RDR2),2024-04-22T13:57:10Z
@AntonioMM1387,LET&#39;S F@CKING GO!!! ❤💛,2024-04-22T13:57:10Z
@S2000Pat,Liefeld&#39;s &quot;Just Feet&quot; lol,2024-04-22T13:57:10Z
@ompawar3228,Pls release in Hindi we want to hear sanket matre voice 😂❤❤,2024-04-22T13:57:08Z
@adellyalakshita,cmoonnnn!!! let&#39;s FCKINNGGG GOOOOO!!!!!!!!!!!!!!,2024-04-22T13:57:08Z
@cynthiaslater7445,Crazy!,2024-04-22T13:57:07Z
@NigelThrashner,Is the MCU about to get Wambsgansed?,2024-04-22T13:57:03Z
@ediimique7341,Can&#39;t wait for this 😊😊,2024-04-22T13:57:02Z
@Kempo234,You should always question when your being sold a lot of 1 thing,2024-04-22T13:56:54Z
@huungocnguyen7704,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=65"">1:05</a> After 13 we finally hear this word again, I wonder if he needs to ask the director to do this again? 😂😂😂😂",2024-04-22T13:56:55Z
@briannaaaron6804,I&#39;m with them. LFG!!!,2024-04-22T13:56:54Z
@kjdnyhmghfvb,Well...there&#39;s about to be a lot weird frozen mashups and memes now...as expected,2024-04-22T13:56:50Z
@Pierrepaule,And some says Deadpool would become too PG when he join the MCU.,2024-04-22T13:56:48Z
@adibrata6472,The best X-Men film.,2024-04-22T13:56:42Z
@GriseldaFlacco,Azazel ‼️‼️,2024-04-22T13:56:41Z
@VALIOUR,Un peux triste que on voix pas plus de TVA mes super cool,2024-04-22T13:56:41Z
@Leon-vo3tw,Did they really CGI wolverines arms from shoulders down?🤣,2024-04-22T13:56:41Z
@costeraonline,caralhooooooooooooooooooooooooooo,2024-04-22T13:56:40Z
